id,tweet_content,harassment,IndirectH,PhysicalH,SexualH
7975,Check out what I just added to my closet on Poshmark AVA amp VIV Heather Oatmeal Long Sleeve Seamed Top ,0,0,0,0
3362, RevEricAtcheson matters broadly because shame someone credible ac x89 ,0,0,0,0
7957,RT THEBEST11985 I doubt that Ava will be brought back any time soon to torture Tripp amp Claire So Theo should be recast or bring on JT ,0,0,0,0
5259, SammmmyyyyKate It s still a loss in the championship game ,0,0,0,0
7514,anyone written non racist sexist criticism Jedi Because really everyone vocal x89 t co cgj7FBnXgA ,0,0,0,0
3753,RT heavenbrat kinda sad cuz all i can think abt is how much i wana kiss u but i cant amp i miss u a lot,0,0,0,0
6351, kinky college videos drunk fucked dirty masseur doctor catwoman mother porn x89 t co ulF9MEg62K ,1,0,0,1
3387, jusmas27 WWWVillainess i x89 m gonna defend referencing this whatever that x89 s x89 t co BWdHEEadNP ,0,0,0,0
7770, ajquestionmark LonewolfKey finna project lt 3 ,0,0,0,0
9405, GKeile going chopped Katie Lahren sporting opinion only ,0,0,0,0
6471,RT PanicAtTheDisco Let s fucking gooooo PrayForTheWickedTour ,0,0,0,0
3307, AmyMek Sharia Germany n nMerkel Refugee murdered amp beheaded subway station because denied joint custody x89 ,0,0,0,0
3069, TrillxLove Mentally breaking before leaving physically friendships relationships whateve x89 ,0,0,0,0
9647,asked if we are watching or,0,0,0,0
6152,RT Joe DiBella best part of my divorce finally being able to put my Rainforest Cafe talking Tracy Tree back in the living room where she ,0,0,0,0
8070, Really Halloween it x89 s trying right balance between looking looking a x89 t co YQXjxpAQbX ,0,0,0,0
10395,i liked a video wymarzone rankedy mkra hearthstone extra,0,0,0,0
7438,RT will jaay Ava amp I deserve the world we ve been out through hell for far too long amp left like we re nothing It s time for us to get t ,0,0,0,0
3758, SmolRapperBoi93 NEVERRRR about tweet freaking DELIVERED iconic backstage ONE x89 ,0,0,0,0
8095,RT Jeffy p SarahSpain SpainandFitz jasonfitz Stand up comedy ugh The I could do that s run rampant ,0,0,0,0
5197,Isn t Dua Lipa like the most average girl in the world or is that the point am I missing something Like she ,0,0,0,0
10579,im so glad you like them,0,0,0,0
9276, What difference make faced uncertainty death fought hardest vi x89 t co uMChlOurlb ,0,0,0,0
5796,In a statement on their Facebook page The Agri Food amp Veterinary Authority AVA announced that a preliminary inve ,0,0,0,0
3877, KaylyFlot morg michelle ain x89 t chopped liver Morgs ,0,0,0,0
4170,RT CSG Athletics Congrats to Anna Ray Ziegler Ava Fortney Nyah Funderburke amp Jordan Aurnou Rhees on finishing at the 2019 Northeast Cla ,0,0,0,0
9515,a lot of females try to think like a man to avoid getting hurtplayed instead of just being a woman take a chance love aga,1,1,0,0
7912, Niggas shamed NoDms death should premium Snapchat collected coins x8f x89 x8d x89 x95 x8f ,0,0,0,0
4452,NaughtyAmerica Aaliyah Love amp Ava Addams Diary Of A Nanny ,0,0,0,0
2616,RT tiapogai51 hidden camera when she is taking a bath Then sign up Note Verify Email to send msg to girls ,0,0,0,0
7837,Snowing outside amp it s my day off so dogs amp I are cuddled up watching one of my favorite movies with the TheRock i ,0,0,0,0
8418,Soooo I m at my granny house Just Ava amp I I m so exhausted I was taking a nap Ava wanted to go outside so bad ,0,0,0,0
5711,RT charlmorgan A boy in a bad mood is worse than a girl in a bad mood and that s a fact,0,0,0,0
3696, watch n nt co ThEGQMQPKk n nebony black chocolate bunny cocoa licious ebony newbie xxx x89 t co Xu34n2uhIq ,0,0,0,0
10132,hahaha i know that feeling well,0,0,0,0
5350, blairfan4life the weird heather webber BLT obsession thing the relish debacle ava amp sonny conceiving their daugh ,0,0,0,0
4987, mineifiwildout watches football knows replace suspension Chevrolet Silverado c x89 ,0,0,0,0
10343,i forgot my book a bitch listening to shinedown like she doesn t miss steph enough,1,1,0,0
3110,RT bbycakes 99 My boyfriend amp I This will just be a quick run to Walmart we are in amp out Also My boyfriend amp I ,0,0,0,0
4064,A girl who was in 9th grade was getting bullied She was a very nice girl but she had rumors being spread about her ,0,0,0,0
10438,i really hope this is the end of the road for kat and her henchman,0,0,0,0
10611,interviewer who has the best game harry like rapping interviewer no talking to girls harry thats not a game anne,0,0,0,0
5785,RT MyFavsTrash Holy fuck y all are annoying,0,0,0,0
10564,im guessing it might be the ed sheeran and ricky martin eh no shame in my music game right up until som,0,0,0,0
10346,i genuinely want to be bffs with amy and tyson,0,0,0,0
4914,RT GeneralHospital Lucy amp Ava s predicament has forced a team up but will it be enough to fool Dante Find out GH starts NOW on ABC h ,0,0,0,0
3060,honestly don x89 t understand people much don x89 t deserves walk x89 t co H2aMQ16ZG1 ,0,0,0,0
9970,fair enough i want to love the app and see a ton of potential i just wanted to point,0,0,0,0
9719,but its just crushed ice and tequila not even good tequila,0,0,0,0
8810, BriannaWu Not to minimize anyone s pain amp suffering but what are you thinking going to Facebook Hospital Zuckerb ,0,0,0,0
9576,am seems like a good time to have a sudden craving for goldfish,0,0,0,0
5614, LouisVML SpiceGirls 2018 WildFable remerch x89 xa0PART 1 x89 xa0 modern ICONIC group x8d guess who s who x89 ,0,0,0,0
9203,RT garyfromteenmom wheres my fuckin son ,0,0,0,0
9294, Sassy looking whole attracted more baby ,0,0,0,0
7531,RT sssniperwolf I think the term slut should be re defined as a hot girl you ll never have Lol truestory,1,0,0,1
10317,i dont care im going to watch this video every single time it comes up on my timeline,0,0,0,0
5950, lauraw97 sometimes think school spelt chernobyl x89 x89 ,0,0,0,0
5415,RT JasonSCampbell Laura Ingraham cut into her own show to deliver the breaking news Fox News alert and all that the doorbell licking ,0,0,0,0
3797, AustinMcbroom CatherinePaiz Smfh people crazy okay ,0,0,0,0
9686,bitch i cant believe this happened snsvshsv oh my god,1,0,0,1
5246,Just wth is happening I didnt know people are this stupid And you even approve this shit You are still killing a ,0,0,0,0
5420,Ava Connolly with double double with 15 pts amp 12 rbds and controlling the boards and the point for the Arlington ,0,0,0,0
9632,as andreos movie does not come out i retweet,0,0,0,0
7420, mariemccolgan stmarysderry BTYSTE Derryslothowl ava canney Well done girls amp Mrs Blanking So proud of ,0,0,0,0
9125, romasuxx cobain ava Man I m telling you Paco is the only good redeemable character in that fucked up show,0,0,0,0
5742, kittycatmeow Bad bitches cant stop but we can slut drop ,1,0,0,1
10562,im glad you are all alive too take care,0,0,0,0
3055, AndreaCheeseca1 AllenGlass11 AndrewHuerta93 sentientveggie Remind again which group threats e x89 t co CklINgjbvq ,0,0,0,0
5835, ruckin y x89 all smoking cigarettes general it x89 s almost nasty t co hNkTiwrR9V ,0,0,0,0
9574,am i the only one that hopes they epically fail,0,0,0,0
10065,go mell and cyn nothing wrong with being confident,0,0,0,0
8900, blackwednesdy RobertsEmma really missed madison montgomery can t bunch edits about sassy s x89 ,0,0,0,0
5073,in times like this I wish I was a vampire and could just shut my feelings off,0,0,0,0
9636,as long as people stick to rules they put forward i am hap,0,0,0,0
4226, crazzzyashell AdeniyiNG Me I be Slut o I dey computer village 24 7,1,0,0,1
3816,Ava has the sniffles and a cough amp she s just wants to be cuddled I m sad she s feeling blah but I love being her comfort ,1,1,0,0
3013,RT haiyadeifallah Hiii I m from Columbus i make customized 3D mink lashes amp individual lash extensions RT to spread the word beautyhaiya ,0,0,0,0
6069,Posted Rocket 209 with briannawu film girl amp doomquasar Pepsi is Not a Sponsor of This Podcast ,0,0,0,0
8227, I x89 ve never dated really least girls loving sweet sassy UGH ,0,0,0,0
9671,behind every successful man theres a woman i disagree its next to every successful man theres a woman,1,1,0,0
8993, slut whore youtube videos getting fucked pantyhose women hentai naruto t co TtQRONJgbQ ,1,0,0,1
8973, ebss r x89 Halloween dress total other girls anything about it x89 x9d x89 ,0,0,0,0
10209,his mustache looks like lil weenie dogs kissing,1,1,0,0
10164,haybo mkr ayenzi sense tu kengoku in fact public participation consultation is a necessity cant just pass,0,0,0,0
9773,check out these brand new covers from more info,0,0,0,0
3464,The terror amp injustice Our black brethren are assured a place in heaven despite their human flaws but a question r ,0,0,0,0
4604,Ok this is random but I am just now realizing that Elijah from Vampire Diares is Wickam in Bride and Prejudice askdlskslksslslkd shook,0,0,0,0
7387,RT oppo 2009 OPPO T9 1 31MP Rear Camera 256MB RAM 2019 OPPO R17 Pro 12MP 20MP amp TOF Rear Camera 8GB RAM 10YearChallenge ,0,0,0,0
7652,girl why the fuck does america have 16 as the driving age literally y all be driving and talking shit about that s ,0,0,0,0
5143,RT vodkapartygirl Feeling like taking some new pics retweet if you want to see them partygirl blonde slut cumslut followme,0,0,0,0
9949,every time betty calls david bro he dies a little inside,0,0,0,0
5997,Retweet if you d give me your hard cock from behind horny tits daddysgirl sugarbaby sugardaddy nudes DMme ,0,0,0,0
4550,offended stripper chick internet going potentially because x89 t co wtKiWjEYav ,0,0,0,0
5057, adoreyanns amp tired dealing x8f x89 x8d x89 x95 x8f ,0,0,0,0
6419, last happened months scooj chopped watched Chronicle he x89 d never clapped x8f x89 x8d x89 x95 x8f ,0,0,0,0
5511,too fucking late wow what a waste of perfectly good lives ,0,0,0,0
9333,possible ends still book n nHere thought about Darkness by x89 t co e8g6rsXLN4 ,0,0,0,0
8215, That x89 s pathetic shameful keigan gaddy ,0,0,0,0
2669,I m selling pics vids live Skype sessions amp sexting sessions dm me sellingnudes snapchatnudes nsfw ,0,0,0,0
9782,christmas is coming at us very quickly place your orders soon,0,0,0,0
10091,good morning world its a new week with new possibilities dust yourself off and get ready to hit the ground running lets go,0,0,0,0
8329,RT MothershipSG AVA Prince the missing Sheepdog died under Platinium Dogs Club s care amp was cremated ,0,0,0,0
9730,caitie is clearly a mighty boosh fan excellent naboo costume tonight,0,0,0,0
7166,RT funder What s that The Trump campaign colluded with Russia Yes absolutely Manafort was colluding with a man linked to Russian inte ,0,0,0,0
9432,A wonderful example of ceremonial regalia at the Bill Reid gallery with Kyla and the women of DEWC We are just i ,0,0,0,0
8648, cray campbell Oh absolutely For awhile now ,0,0,0,0
6512, x89 That popular loved everyone n x89 Sassy Grandma n x89 Daddy s mommy s little princess n n FlashbackAU t co eVJJfVrunj ,0,0,0,0
8149,Hey Check me out on alliesynn chaturbate cumtribute wanktribute camgirl ,0,0,0,0
5225,Check out what I just added to my closet on Poshmark Ava amp Viv Sweater Emerald via poshmarkapp shopmycloset,0,0,0,0
9376,FOLLOW Killuh Smokez47 ON IG killuhsmokez47 420 4 killuhsmokez47 killasmoez 4 8 7 dolosmokez33 bluevvs soundclou ,0,0,0,0
5054, GenesisChampion Takame s figure Successful strike or not Ava would leap back to slide into the offensive in pr ,0,0,0,0
7115,RT beyondBPD18 Ava Max is spreading stigma amp discrimination to a new generation via a catchy pop song It is unacceptable Using the wor ,0,0,0,0
8944, everyone x89 s quoting harry tweet i x89 m happy y x89 all he x89 ll calling x89 little s x89 t co VCvd7m4ErJ ,0,0,0,0
10391,i like to think of myself as a strong independent woman but i cant deny the fact that it feels damn good to be taken c,0,0,0,0
2615, x WildestDreams really being sassy twitter t co btBlszxBw0 ,1,0,1,0
2558, P0RNSFW Daddy behave baby daddy tight open yeah little x89 ,1,0,1,0
6130,RT saltzmcn idk which fugly slut told shay to kill herself but if i ever find out istg you ll wanna prayyyy ,1,0,1,0
7108,RT tomjoynerfound Scholarship Alert For all of the future Spike Lees amp Ava Duvernays at our HBCUs use this opportunity to not only win ,0,0,0,0
3200, It x89 s almost 12 30 Saturday night I x89 m really chopped junior,0,0,0,0
10263,however i will say this a player is not obligated to pla,0,0,0,0
3614,I didn t like the fact she posted it to begin with because they have kids involved in this situation but now that ,0,0,0,0
6109,RT keelinndoyle I don t understand why people wouldn t wanna donate their organs when they die Like Your fucking dead Brown brea ,0,0,0,0
2314,RT PlanetPompeii Egg shells perfectly preserved in clay Very rare archaeological find from Pompeii now preserved in the Antiquarium of ,0,0,0,0
10489,i will always judge my friends on the type of porn they watch,0,0,0,0
8852,Frank told Kevin what Ava was doing amp Kevin is all like whateves GH ,0,0,0,0
4696, GrownIsh Zoey thinks Ana lil slut butt is her girl Well at least when she finds out she ll know how it feels to ,1,1,0,0
3336,I can t stop being a bitch it s just who I am sorry slut you re gonna have to deal with it,1,0,0,1
8865,theyre giving epcot everything she deserves and i am HERE FOR IT ,0,0,0,0
8465, strwbrrykittnz gives definitive knowledge slut personally ,1,0,0,1
4947,cat x89 s persephone her nseph nsephy nperstephanie nspook nsassy nsephy nsephykins nsephulupagus t co Q03wZ0KQTp ,0,0,0,0
5733, Maybe start tweeting sassy depressing I x89 ll become twitter famous ,0,0,0,0
8622, Grosse Porno Espa ol Swiss Brazzers Video pussy LiveJasmin NackedPorn videos PornT x89 t co bDKRoueccj ,1,0,0,1
8402, Dad young compeer amp 039 s daughter Bandera get amp 039 s pipes n t co xZBD1zxjlu mymandygirl x89 t co PHLr5Qg31s ,0,0,0,0
3195,today celebrity Dolan twins merch twins short i x89 t co Li0J2cWVPI ,0,0,0,0
7538, EbbieRules SenateMajLdr better marched white supremist existance covering trut x89 ,0,0,0,0
2775,you know shit is fucked when school homework has dropped more truths than the average man even realizes ,0,0,0,0
8322, Now tweet bitch slut dyke through every book ,1,0,0,1
5999, burrowed deep calls himself sassy that s That s bitch,1,0,0,1
7948,Check out Ava amp Viv Shirt Top Womens Plus 1X Button Front Black White Plaid Cap Sleeve NWT AvaViv via eBay,0,0,0,0
8939,Gotta retweet this so ya ll can see how beautiful she is ,0,0,0,0
9908,drasco and bianca are the new kat and andre,0,0,0,0
5940, Petite loving energetic sassy Little looking person little around 5 x89 t co 5ee3B2uQ84 ,0,0,0,0
8908,RT BrysonTlIIer if my child doesn t grow up thinking that i m their best friend amp that they can come to me for anything then i have fail ,0,0,0,0
9470,RT XsweetReginaX Just sold a clip Poisoned By Queen amp amp Little Slut Abuse Latex Get yours on iWantClips htt ,0,0,0,0
5996, oohshinystuff chincha33 Nope Name is Slut e C Had the letters mixed up Kick back and enjoy this early 90 s R amp B ,0,0,0,0
9265,RT ally sheehan ginny weasley should have been a prefect she was exceptionally skilled at magic particularly defensive spells she ,0,0,0,0
7764, The Lucas likes comes sassy remarks particular makes sexist comments they x89 re Luca x89 t co nnbW6WcO0g ,0,0,0,0
2668,RT RaveFootage This was Sven V th at AVA x Warehouse Project in Manchester Track ID Slam amp Green Velvet Take Your Time Credit Ol ,0,0,0,0
10308,i completely agree but that isn t the case granted you shouldn t be able to be fired so easily or,0,0,0,0
4729,already already sehun being sassy bitch t co isFoI0WGYb ,0,0,0,0
8545,ava amp abby talks about one of the drunks me screams the lyrics in my head bimtrimmer softpeebs,0,0,0,0
6120,RT DailyMigueI Miguel shares a throwback video of him singing Banana Clip during the creative process of War amp Leisure ,0,0,0,0
6702,Costas has a problem with barrybonds amp rogerclemens Until MLBNetwork explains the drug testing terms that the ,0,0,0,0
7763, Shrutiudaypuria pic x8d x8d x8d x8d x8d x8d x8d x8d x8d x8d x8d x8d x8d x8d x8d n shivangijoshi10 beautiful n yrkkh ShivangiJoshi nPs x89 ,0,0,0,0
9697,boyang jin has withdrawn from the isu grand prix of figure skating final and will be replaced by the st substitute ja,0,0,0,0
4037, nour scouting like rt wanna crackhead messy bitch idc nhav per x89 t co QZUcg5fY3r ,0,0,0,0
2514, complain about being shamed willingly another fish looks E T etc ,0,0,0,0
3528,RT johncusack amp all those branded foundations doing so much pure good for the world fund nuclear weapons ballet aclu anti corrup ,0,0,0,0
9186, MiriamYablon SirMervCharles ava ZinnEdProject I really don t think that History is your strong suit WWII amp the ,0,0,0,0
2630,Just finished Loved Cheri Loved Guy Loved Avian I hated Taishi and Chikako they were hella judgemental and fak ,0,0,0,0
9738,cant believe someone actually tweeted why dont you guys buy cars instead of using uber mkr,0,0,0,0
4564, Snestastic agree what Philippine beautiful yet chopped seater,0,0,0,0
5104,what s the whole point of going when u not in the mood of going this girl is such a SLUT forcing me to go like WT ,0,0,0,0
3459, CNN people about Michael Avenatti n1 Michael Avenatti ,0,0,0,0
4495,Sometimes I ll be laying in bed and randomly tear up because I miss Ava s cuddles so fucking much imissbeingacatmom ,0,0,0,0
3936,RT Thuprume FKAava Ava between Alex you amp I you have the highest standards and we admire you for it bc it matches your energy You dese ,0,0,0,0
9712,bts will perform on music station super live on dec,0,0,0,0
3358,Eyeing up the Top 10 jaxjones amp yearsandyears rise eight places to Number 11 with Play on this week s Official S ,0,0,0,0
10191,hey play thank heaven for little girls by maurice chevalier,0,0,0,0
7938, JoelBabyHerc watching watching frankie there clear up y x89 t co 3erSJZE8Tr ,0,0,0,0
9059,really really refer certain types food would duck x89 t co HemzxJ7f5U ,0,0,0,0
5375, That piece Smitty horseface happy about PattyBates69 ,0,0,0,0
10605,incredible stop motion parkour drawing by serene teh,0,0,0,0
7838, chrissyteigen threw Chopped dinner party friends stoked knife sh x89 t co NqAkHfY0jd ,0,0,0,0
8769, kam60584130 DEiliciousss naman babae because lessen worth Wh x89 ,0,0,0,0
4908,Check out what I just added to my closet on Poshmark NWOT 2X Ava amp Viv Faux Wrap Dress Asymmetrical Hem ,0,0,0,0
6890,RT mybIuedesert denying fan service constantly promoting healthy eating behaviour amp confidence rebel against stylists amp company rules ,0,0,0,0
9977,feeling like they shouldnt have been so outwardly confident bordering on rude,0,0,0,0
7903, necrologies sassy like she ain t still haven t changed x89 t co nZITZ6AbsH ,0,0,0,0
9097, lesbian games cumshot quick creampie quickest handjob black bondage russian lesbian l x89 t co YoNNIzkn99 ,1,0,0,1
8984,Welcome back jasonfitz to the show Jason amp SarahSpain continue to weed through all these coaching moves and what ,0,0,0,0
9284,RT foispildon30 WebCam Sex Chat Chat with real girls and exchange nudes with horny MILFs Follow the below link and have lots of fun w ,1,0,0,1
3273,RT mildhippie Probably that I was a slut even tho I was a virgin lmfao that school was dumb amp toxic ,0,0,0,0
9114, motherboard WhatsApp facebook NSAGov civilians have the same code amp a few of us have superior code breaking ,0,0,0,0
5048,Life s a bitch Because if it was a slut It would be easy ,0,0,0,0
2330,Ava Diamond amp amp Dale Moss Performance and Stress Management ,0,0,0,0
4793, Leggy shows meatballs n t co xSZwkLBcuR black underage griffin hardcore slender te x89 t co 95DshPiMIx ,0,0,0,0
10198,hi aarti we sincerely apologise for broadcasting the wrong promo ahead on tonight s episode of mkr sa we,0,0,0,0
2826, My MCM amp MCE goes to the one and only love of my life DCH bdawn he is my everything We have one beautiful chil ,0,0,0,0
4457,I m a morning person aaafter coffee ,0,0,0,0
2676, Really myself being sassy everyone hates reason hahahaha ,0,0,0,0
3712,karate chopped random thought someone how x89 s goin ,0,0,0,0
10253,how disappointing a score of for a dessert you described as cardboard,0,0,0,0
8954,RT ClemsonFB True Freshmen Both of em NationalChampionship ALLIN ,0,0,0,0
5774, college girls college latinas college lesbos single college amateur college latina college c x89 t co c8d2w7QEaA ,0,0,0,0
4636,british girls skinny great hair green eyes wonderful lingo Jeez really being brazilian ,0,0,0,0
9924,easily my favourite team hope they do good tonight,0,0,0,0
10150,harry and christo are being fishy with the fish hope they do well,0,0,0,0
6666, PopCrave very mature from her but WHAT THE FUCK he literally disrespect her amp her mother he mocked amp insults so m ,0,0,0,0
8942,shaming girls nakey insta Twitter YOURE STILL ILLEGAL HUNTY ,0,0,0,0
6919,Ava looking absolutely gorgeous amp trying to draw out the serial killer I really enjoy scenes of her with Franco ,0,0,0,0
9526,a tweet that s just reminded me that i ve been working over years alreadynot a bad film to start out with as an assista,0,0,0,0
7981,I am 30 I had one of those T Shirt ol girl busted it open in 20 mins after touching my locs They used to slut for ,0,0,0,0
6821,19 year old Muslims womeninscienceday who ran to Syria when she was 15 to join ISISBride is pregnantlady th ,0,0,0,0
5841,I can only be friends with girls with a body count above 20 sorry I don t make the rules Slut only zone,0,0,0,0
2335, Hot naked girls BettyEveToy difference between girls sel x89 t co 2YtGF3vXMi ,0,0,0,0
2878, ataec1na the1n1lyCS ezatamenchy don t nothing controler stupid I x89 t co CGdj8d7Nsl ,0,0,0,0
3516, SarahSpain Well said Sarah People don t realize one donation can literally save a life For example kids figh ,0,0,0,0
9568,always a big fan of but my kitchen rules us is the worst of its franchise so many talkings and dramas the dishes were overshadowed,0,0,0,0
5453,Never thought my first time in Vegas would be 1 With my girl amp 2 Going to the AVA awards but shit it s lit ,0,0,0,0
6422,A year ago today I launched my first Kickstarter Make100 campaign It was a blast sewing 100s of little Fucks i ,0,0,0,0
5461, Jetstre64565421 tictoc Aw well my comment was outta pocket amp I see that you were coming from a personal place B ,0,0,0,0
9282,Ava devine u bitch ass slut u fuckin owe me 1 000 ,1,0,0,1
5973,RT bradleydevlin Another conservative student was assaulted on UCBerkeley s campus I just spoke to the survivor of the attack who is a ,0,0,0,0
3908,MAKE UP Official Dance Video Vice amp Jason Derulo feat Ava Max via YouTube,0,0,0,0
8627, Selena Gomez talks about movement black people likes comments shaming women Instagram works wi x89 t co aFewIkfWtC ,0,0,0,0
5547, ava This changes nothing nada zero zilch If those responsible were not punished amp reparations not made to the s ,0,0,0,0
10421,i need some answers feels like my man was a fall guy,0,0,0,0
10139,hani everyone and their mothers stop acting like a man,0,0,0,0
8725, Terrorism by Israel amp its Military Occupied Forces brings death amp Trauma to Palestinians Unarmed man Surround ,0,0,0,0
3124,Ava Max is spreading stigma amp discrimination to a new generation via a catchy pop song It is unacceptable Using ,0,0,0,0
10207,his belief in the goodness of life and his childlike enthusiasm is infectious,0,0,0,0
3079,Oh my fucking goodnesssssssss Arya is with Jon strawberryjumex this just ma ,0,0,0,0
5081,RT people Jayme Closs Case Means Never Lose Hope Says National Center for Missing amp Exploited Children ,0,0,0,0
7401,So Ava punched me in the eye while holding a fuckin baby cheeto tf,0,0,0,0
9758,catching the sun in lungern switzerland photo by,0,0,0,0
9761,cauliflower soup with a garnish of truffle,0,0,0,0
9828,consistency will get the mum amp daughter across the line,1,1,0,0
2283,RT DebbieD74799118 SteveD4848 How dare she Honest people and children were killed in Manchester and this scum says that s fair retali ,1,0,1,0
10176,henry the truffle farmer is back on mkr next year yay,0,0,0,0
8479, D 1andOnly Nigga about remix Atomic t co NWBeFxjUEO ,0,0,0,0
9548,ah so about that exciting eh,0,0,0,0
8987, proper slags think it x89 s funny someone x89 s their tryna them n nLIKE BE x89 t co yb0HvsVz7n ,0,0,0,0
3713,RT Hinaholics Throwback to Siyarams Ramp Walk in Colombo Sri Lanka Just see how astonishing She s looking eyehinakhan I am spellbound ,0,0,0,0
9711,bts performing live on jimmy kimmel,0,0,0,0
2237, Y x89 all always believe shaming necessary society there x89 x89 t co 9NlW24UQvg ,0,0,0,0
8573, BChewelry maelynn denise sassy month would perfect She x89 s photogenic happy wh x89 t co YkIZqx2R8M ,0,0,0,0
2609,RT HannahHindi A sweet gift that I cherish from my mother amp father in law So delicate and beautiful Just like my baby Ava cheris ,0,0,0,0
5392, hansturg world Halloween where dress total other girls anythin x89 ,0,0,0,0
3888, BriannaWu admiralmpj But we don t give a flying fuck,0,0,0,0
4155, brendatracy24 SarahSpain Taking a break from the pod could feel my blood pressure amp pulse rising and had to calm ,0,0,0,0
2682, DanaBrookeDtf liv the slut should remove hun ,1,0,0,1
4065,RT thatgirljo Thank god because I suck at both of these things ,0,0,0,0
4418,so today ava wore dangelas pants today we call them her lucky pants amp she had no accidents in them today amp I let ,0,0,0,0
4008,Vice amp Jason Derulo Make Up feat Ava Max music newmusic lovermusic ,0,0,0,0
7714, celebrity porno korean horny lesbian cumshot quarterback amateur lesbian ha x89 t co jgEw1tfIHx ,1,0,0,1
3054, gisselepink Halloween dress total other girls anything about,0,0,0,0
